customer_id,invoice_date,amount,credit_score,industry,month,paid_ratio_3,late_ratio_3,avg_delay_3,delay_trend,days_since_last_payment,is_default
CUST-04602,2023-10-28,20975.93,451,Tech,10,0.15,0.88,5.8,2,71,1
CUST-00870,2023-06-09,14280.4,512,Energy,6,0.93,0.1,8.2,-4,29,0
CUST-02615,2023-03-26,10733.86,533,Tech,3,0.98,0.0,4.6,-7,67,0
CUST-01981,2024-02-11,19074.74,660,Energy,2,0.49,0.54,2.9,6,6,0
CUST-03822,2023-04-16,7932.97,619,Services,4,0.65,0.38,13.2,-6,23,0
CUST-01004,2024-01-05,4001.8,521,Construction,1,0.51,0.46,15.7,4,8,0
CUST-02192,2023-09-07,7112.05,509,Services,9,0.39,0.63,4.7,4,33,1
CUST-03684,2023-08-10,4465.24,695,Construction,8,0.17,0.8,20.8,3,98,0
CUST-02031,2023-08-17,4721.38,788,Energy,8,0.51,0.45,6.6,11,72,0
CUST-01155,2023-08-05,7218.37,763,Retail,8,0.84,0.17,2.7,5,54,0
CUST-00794,2023-11-02,4298.68,751,Construction,11,0.12,0.92,2.9,-10,102,0
CUST-00415,2024-01-18,6333.64,712,Energy,1,0.62,0.33,16.8,-6,115,0
CUST-02378,2023-05-20,1781.32,775,Tech,5,0.89,0.14,5.6,3,78,0
CUST-03147,2024-02-22,9610.73,555,Energy,2,0.3,0.7,6.1,-7,112,0
CUST-03426,2023-06-13,8110.9,449,Construction,6,0.26,0.78,2.8,14,11,1
CUST-02034,2023-11-15,4214.68,426,Manufacturing,11,0.8,0.23,4.4,0,119,1
CUST-01309,2023-02-25,13730.8,691,Services,2,0.33,0.71,10.0,-8,57,0
CUST-02683,2023-11-07,17155.19,779,Tech,11,0.27,0.76,5.5,-4,120,0
CUST-04733,2023-07-16,2239.38,696,Tech,7,0.44,0.59,6.2,6,58,0
CUST-02562,2023-08-08,4402.03,701,Services,8,0.45,0.52,9.8,-11,67,0
CUST-01556,2023-04-13,4379.48,573,Energy,4,0.89,0.09,9.4,-5,16,0
CUST-01306,2023-10-18,3820.27,438,Energy,10,0.66,0.31,10.8,3,72,0
CUST-04082,2023-06-30,15734.01,402,Construction,6,0.47,0.55,12.4,-13,94,1
CUST-04217,2023-07-11,6939.18,541,Energy,7,0.58,0.39,26.2,8,29,0
CUST-03825,2023-11-20,6557.65,416,Services,11,0.96,0.01,4.9,6,116,1
CUST-04086,2024-02-24,1630.94,513,Construction,2,0.2,0.84,4.5,10,62,1
CUST-02528,2023-02-02,13471.54,783,Healthcare,2,0.29,0.73,7.3,15,61,0
CUST-04075,2023-08-19,3006.68,828,Retail,8,0.97,0.07,8.0,-1,61,0
CUST-00190,2023-03-27,8501.06,523,Energy,3,0.96,0.0,7.8,14,101,0
CUST-00738,2023-01-18,10116.28,569,Retail,1,0.26,0.73,17.4,11,17,0
CUST-03222,2023-09-19,24065.32,433,Energy,9,0.23,0.75,9.8,6,20,0
CUST-04141,2023-05-10,2843.93,413,Tech,5,0.48,0.47,8.3,4,80,0
CUST-03746,2023-10-28,723.71,740,Manufacturing,10,0.14,0.84,2.9,-13,34,0
CUST-01973,2023-07-29,9386.99,664,Energy,7,0.69,0.3,1.7,15,16,0
CUST-01763,2023-05-31,34214.64,531,Tech,5,0.17,0.79,14.3,6,80,1
CUST-04779,2023-11-06,21832.55,757,Retail,11,0.15,0.86,18.1,-15,88,0
CUST-02891,2024-02-28,9582.82,674,Retail,2,0.54,0.45,7.9,-5,53,0
CUST-00399,2024-03-25,5468.12,506,Healthcare,3,0.96,0.0,22.0,-3,76,0
CUST-00415,2023-11-27,15455.16,819,Energy,11,0.48,0.54,4.6,-11,23,0
CUST-02305,2023-09-29,3718.83,767,Services,9,0.42,0.6,2.8,-9,14,0
CUST-04055,2023-06-30,11861.89,742,Manufacturing,6,1.0,0.03,8.6,15,84,1
CUST-04895,2023-07-23,12141.4,620,Services,7,0.58,0.42,4.0,-15,75,0
CUST-03856,2023-01-16,18923.65,392,Manufacturing,1,0.44,0.61,19.0,-3,13,1
CUST-02341,2023-02-28,73697.79,707,Manufacturing,2,0.45,0.59,2.8,15,46,0
CUST-04397,2023-04-03,11091.48,457,Retail,4,0.28,0.73,7.5,-6,109,1
CUST-00067,2024-02-19,5392.85,398,Retail,2,0.56,0.43,6.4,15,91,1
CUST-00881,2023-06-15,7938.98,524,Retail,6,0.49,0.46,10.2,12,88,0
CUST-03531,2023-08-08,1967.93,740,Energy,8,0.34,0.68,7.5,4,91,0
CUST-01098,2024-02-09,4648.17,700,Energy,2,0.24,0.77,10.2,2,30,0
CUST-02167,2023-04-06,5840.51,363,Manufacturing,4,0.38,0.66,11.1,-3,99,1
CUST-02997,2023-07-03,5327.99,578,Services,7,0.56,0.45,6.3,-15,79,0
CUST-03304,2023-05-06,9153.43,818,Tech,5,0.15,0.9,11.0,1,57,0
CUST-02998,2023-02-07,4196.74,547,Retail,2,0.24,0.8,11.0,-4,39,1
CUST-00371,2023-04-21,19867.18,667,Retail,4,0.95,0.1,11.2,7,61,0
CUST-03282,2023-12-03,8104.43,397,Healthcare,12,0.59,0.39,2.1,-10,53,0
CUST-00420,2023-07-10,8043.02,567,Tech,7,0.16,0.8,14.7,-9,59,0
CUST-04672,2023-07-10,6233.44,359,Energy,7,0.72,0.31,3.8,-15,92,1
CUST-04603,2023-03-16,9174.22,799,Services,3,0.16,0.87,18.2,15,10,0
CUST-01595,2024-02-04,15679.02,607,Construction,2,0.76,0.21,9.8,-6,25,0
CUST-02970,2023-06-10,4049.29,792,Energy,6,0.77,0.26,10.7,12,26,0
CUST-04533,2023-03-04,4786.27,710,Energy,3,0.69,0.32,16.7,-13,29,0
CUST-02365,2023-01-05,6355.14,439,Energy,1,0.76,0.2,2.7,-9,52,1
CUST-00603,2023-06-13,2760.88,627,Retail,6,0.18,0.82,11.4,-6,36,1
CUST-03165,2023-12-19,4207.37,763,Retail,12,0.75,0.29,12.0,-6,2,0
CUST-04131,2023-01-06,5535.98,462,Retail,1,0.22,0.78,19.5,-7,115,1
CUST-03690,2024-01-03,16309.64,359,Manufacturing,1,0.41,0.62,4.6,-10,73,1
CUST-04505,2023-06-18,9997.09,330,Services,6,0.95,0.0,17.6,8,95,0
CUST-02292,2023-04-20,9460.42,632,Retail,4,0.55,0.47,13.1,-7,68,0
CUST-00974,2023-08-27,16005.99,375,Services,8,0.97,0.07,0.8,7,8,1
CUST-01055,2023-10-18,7259.76,616,Healthcare,10,0.18,0.82,15.6,-7,25,1
CUST-00793,2024-02-12,11074.18,716,Construction,2,0.53,0.45,2.1,11,34,0
CUST-03227,2023-06-14,7460.83,489,Retail,6,0.16,0.85,9.5,-6,68,1
CUST-03058,2023-04-30,10019.51,788,Construction,4,0.67,0.37,8.2,13,79,0
CUST-02778,2023-10-15,5083.69,614,Healthcare,10,0.17,0.8,6.0,-12,76,1
CUST-04570,2023-02-03,1151.64,595,Services,2,0.26,0.73,15.5,9,93,1
CUST-02996,2023-07-17,7277.75,800,Retail,7,0.33,0.64,43.5,0,10,1
CUST-01182,2023-05-26,25290.86,476,Energy,5,0.77,0.23,8.3,9,120,1
CUST-01631,2023-11-05,17000.06,514,Healthcare,11,0.25,0.75,12.8,-14,29,1
CUST-04936,2023-04-19,17541.38,631,Construction,4,0.86,0.18,13.7,-5,112,0
CUST-04171,2023-09-27,21783.42,427,Retail,9,0.22,0.77,19.1,-7,20,1
CUST-03289,2023-04-22,8698.68,568,Manufacturing,4,0.13,0.88,4.9,-13,3,0
CUST-04097,2023-02-22,9488.66,850,Manufacturing,2,0.46,0.58,2.5,11,16,1
CUST-00330,2023-10-15,4943.75,834,Energy,10,0.98,0.0,6.5,-9,96,0
CUST-00372,2023-05-23,6292.68,665,Tech,5,0.2,0.82,17.9,-3,118,0
CUST-00319,2024-01-02,13261.45,647,Energy,1,0.19,0.84,7.0,11,59,1
CUST-01123,2023-11-08,21228.66,441,Healthcare,11,0.78,0.2,5.8,-3,30,1
CUST-02729,2024-02-18,7247.73,444,Services,2,0.38,0.59,2.0,12,5,0
CUST-03881,2024-03-16,5652.47,544,Tech,3,0.75,0.25,7.6,3,96,0
CUST-04255,2023-12-10,8106.51,741,Energy,12,0.28,0.71,13.5,12,115,0
CUST-03744,2023-02-08,13107.83,589,Services,2,0.51,0.47,9.7,-5,38,0
CUST-01221,2023-10-21,2552.72,411,Manufacturing,10,0.34,0.71,4.3,13,106,1
CUST-04967,2023-11-27,1290.85,513,Healthcare,11,0.51,0.49,15.4,-11,117,0
CUST-04224,2023-08-04,5216.44,499,Manufacturing,8,0.79,0.25,4.2,0,41,1
CUST-01146,2023-12-16,3051.63,704,Healthcare,12,0.79,0.18,7.6,12,49,0
CUST-02687,2024-01-23,5396.4,720,Tech,1,0.56,0.48,11.1,-14,26,1
CUST-02610,2023-08-11,7199.56,306,Retail,8,0.94,0.09,9.7,-6,88,1
CUST-01332,2023-06-12,5638.66,824,Healthcare,6,0.34,0.69,12.3,-6,105,1
CUST-03220,2024-02-21,25899.37,585,Construction,2,0.32,0.67,12.2,3,82,0
CUST-02452,2023-06-13,10523.81,688,Tech,6,0.65,0.35,3.5,10,1,0
CUST-04864,2023-04-12,10304.95,715,Healthcare,4,0.66,0.35,4.6,4,64,0
CUST-02756,2023-04-11,13329.91,449,Construction,4,0.14,0.89,13.8,10,13,1
CUST-04156,2023-01-26,3258.21,727,Construction,1,0.65,0.38,12.9,12,107,1
CUST-04176,2024-02-15,18606.93,592,Retail,2,0.44,0.52,6.9,12,14,0
CUST-04361,2023-09-10,7626.53,633,Manufacturing,9,0.77,0.27,3.8,-10,50,1
CUST-04013,2023-09-13,13854.76,571,Manufacturing,9,0.83,0.21,19.6,11,21,1
CUST-04612,2023-01-24,3437.55,342,Manufacturing,1,0.6,0.41,5.5,6,57,0
CUST-02456,2023-05-21,2337.86,767,Services,5,0.1,0.87,11.3,0,80,0
CUST-03891,2023-08-04,15588.86,618,Construction,8,0.67,0.36,10.4,-3,61,0
CUST-00137,2023-03-03,10950.36,791,Manufacturing,3,0.77,0.23,5.8,3,49,0
CUST-03018,2023-03-05,3937.73,826,Tech,3,0.32,0.71,7.4,-13,40,1
CUST-02714,2023-08-20,4041.09,471,Retail,8,0.52,0.51,9.7,-7,31,0
CUST-00898,2023-03-29,19937.3,620,Healthcare,3,0.97,0.0,13.8,-6,32,0
CUST-03413,2023-11-04,3129.01,343,Manufacturing,11,0.37,0.64,6.6,0,64,1
CUST-04782,2023-06-17,30155.98,831,Tech,6,0.3,0.7,11.3,2,40,1
CUST-02521,2023-10-30,3942.24,753,Healthcare,10,0.29,0.75,18.0,-12,82,1
CUST-00219,2023-07-16,13503.63,382,Manufacturing,7,0.6,0.38,7.7,5,101,1
CUST-04890,2023-05-02,6229.84,842,Energy,5,0.95,0.02,2.9,8,114,0
CUST-03888,2023-10-23,13128.62,621,Energy,10,0.65,0.39,3.4,8,113,0
CUST-02176,2023-01-11,5243.31,533,Manufacturing,1,0.37,0.59,13.2,6,58,1
CUST-04739,2023-05-26,7113.61,839,Healthcare,5,0.67,0.35,4.8,0,98,0
CUST-04732,2023-01-10,8372.73,551,Tech,1,0.66,0.32,10.1,2,57,0
CUST-01865,2023-11-26,3634.58,748,Services,11,0.64,0.37,7.9,10,3,0
CUST-00421,2024-02-06,14656.8,538,Tech,2,0.24,0.77,6.0,15,74,0
CUST-04781,2024-03-14,5374.54,789,Construction,3,0.67,0.32,7.2,13,112,0
CUST-03936,2023-10-22,6748.8,763,Retail,10,0.49,0.56,6.3,-6,2,0
CUST-01397,2023-01-03,3657.45,613,Services,1,0.12,0.84,6.3,-15,118,1
CUST-04295,2023-08-25,1043.29,474,Energy,8,0.59,0.4,10.0,7,65,1
CUST-03115,2023-05-26,6954.73,479,Retail,5,0.99,0.0,3.6,-6,118,0
CUST-01211,2023-03-09,55831.43,684,Healthcare,3,0.41,0.6,2.5,1,35,0
CUST-01985,2024-03-06,15179.23,594,Energy,3,0.97,0.02,4.1,11,22,1
CUST-00259,2023-07-26,7979.19,514,Manufacturing,7,0.19,0.77,21.6,3,10,1
CUST-04691,2023-01-19,6566.18,374,Healthcare,1,0.76,0.28,8.3,0,34,0
CUST-00901,2023-10-01,8250.03,643,Healthcare,10,0.2,0.79,2.8,9,118,1
CUST-01563,2023-09-28,12552.75,441,Energy,9,0.35,0.63,2.9,-10,28,1
CUST-00156,2023-01-21,3150.6,498,Manufacturing,1,0.61,0.38,12.5,-8,60,0
CUST-03613,2023-06-22,19760.84,470,Manufacturing,6,0.63,0.34,20.9,14,61,1
CUST-02570,2023-11-27,14361.48,705,Retail,11,0.8,0.16,5.1,0,6,0
CUST-03431,2023-01-09,14393.74,527,Tech,1,0.65,0.31,5.5,-4,18,0
CUST-01241,2023-02-05,11507.8,710,Services,2,0.63,0.34,32.4,-7,69,0
CUST-03383,2023-08-29,8231.25,361,Healthcare,8,0.92,0.05,5.6,0,88,1
CUST-01671,2023-02-18,13881.18,626,Services,2,0.51,0.48,0.9,-9,79,0
CUST-03362,2024-02-29,13009.71,432,Retail,2,0.3,0.71,9.3,-8,61,0
CUST-04111,2024-02-15,6104.41,488,Energy,2,0.25,0.76,4.4,4,22,1
CUST-03864,2023-08-01,5121.07,655,Energy,8,0.46,0.49,8.2,-11,52,0
CUST-00511,2024-01-06,8791.01,370,Construction,1,0.74,0.3,24.8,13,10,0
CUST-01132,2023-06-04,27979.19,562,Retail,6,0.14,0.89,8.2,7,96,0
CUST-04250,2023-05-21,3007.05,605,Manufacturing,5,0.22,0.83,7.9,-7,71,1
CUST-01699,2023-06-12,2504.84,523,Services,6,0.2,0.79,2.7,-8,99,0
CUST-04595,2024-01-21,9244.73,627,Healthcare,1,0.63,0.39,8.5,7,113,0
CUST-02663,2023-06-27,8439.77,373,Services,6,0.32,0.65,14.2,4,88,1
CUST-03919,2023-07-24,9308.41,810,Construction,7,0.25,0.78,28.4,0,34,0
CUST-04305,2023-02-10,9849.37,441,Retail,2,0.63,0.34,1.2,-5,12,0
CUST-03087,2023-10-12,6778.01,401,Tech,10,0.79,0.19,13.4,-15,69,1
CUST-02571,2024-02-01,26685.9,364,Tech,2,0.4,0.6,3.8,1,98,0
CUST-01419,2023-06-10,2251.33,492,Tech,6,0.62,0.39,15.5,-4,109,1
CUST-03766,2023-09-10,4176.39,361,Manufacturing,9,0.19,0.82,2.1,-11,60,0
CUST-04368,2023-11-10,7460.64,831,Tech,11,0.94,0.02,16.8,-2,38,0
CUST-02805,2023-01-25,2176.45,540,Retail,1,0.4,0.59,15.6,-9,113,1
CUST-04476,2023-07-21,7039.67,709,Tech,7,1.0,0.04,12.2,11,67,0
CUST-02903,2023-06-02,30612.88,599,Construction,6,0.98,0.06,9.2,12,108,0
CUST-02166,2023-12-23,8239.62,494,Construction,12,0.8,0.21,1.2,8,42,0
CUST-04998,2023-08-21,9745.5,753,Healthcare,8,0.12,0.89,23.0,-9,41,0
CUST-03967,2023-09-10,2956.82,600,Tech,9,0.59,0.37,6.3,-12,15,0
CUST-01576,2024-03-10,4948.85,755,Tech,3,0.18,0.79,22.0,-1,120,0
CUST-02020,2023-11-25,6001.97,501,Construction,11,0.91,0.07,7.9,11,10,0
CUST-02286,2023-03-04,6284.41,601,Manufacturing,3,0.81,0.19,9.8,14,87,1
CUST-04572,2024-03-07,22591.18,636,Retail,3,0.98,0.04,9.3,-9,77,0
CUST-02446,2023-07-11,12659.37,331,Manufacturing,7,0.65,0.35,6.4,6,103,1
CUST-01843,2023-11-13,3330.35,397,Services,11,0.57,0.39,3.9,8,62,0
CUST-02439,2023-02-22,9869.49,490,Retail,2,0.57,0.42,13.7,-7,71,1
CUST-02368,2023-01-15,12071.2,840,Manufacturing,1,0.45,0.52,2.2,-15,118,0
CUST-01699,2023-04-25,20173.38,347,Retail,4,0.52,0.51,9.8,-14,93,1
CUST-04006,2023-01-25,28693.69,549,Tech,1,0.67,0.3,3.8,-8,30,0
CUST-02598,2024-02-27,3597.25,525,Energy,2,0.94,0.06,9.7,15,69,0
CUST-03931,2023-01-06,4235.74,571,Tech,1,0.64,0.38,10.5,-9,23,0
CUST-02858,2023-03-13,2962.94,784,Healthcare,3,0.87,0.1,13.8,7,54,0
CUST-04592,2023-02-23,6719.6,627,Retail,2,0.88,0.08,15.7,-13,0,0
CUST-02241,2023-06-15,11767.38,479,Retail,6,0.57,0.44,6.1,-9,37,0
CUST-02358,2024-03-17,17851.94,322,Services,3,0.41,0.55,3.6,4,55,1
CUST-00999,2023-12-19,7625.39,669,Tech,12,0.68,0.33,0.7,10,45,0
CUST-04698,2024-01-06,6273.7,544,Retail,1,0.5,0.53,0.9,0,84,0
CUST-04450,2023-08-12,9149.06,459,Manufacturing,8,0.17,0.81,14.5,10,5,1
CUST-03111,2023-04-26,4154.24,672,Retail,4,0.44,0.56,2.7,-14,78,1
CUST-03233,2023-03-29,43115.2,584,Tech,3,0.99,0.05,12.0,-15,31,0
CUST-02828,2023-02-15,2239.19,820,Energy,2,0.14,0.86,30.8,-8,81,0
CUST-01200,2023-04-08,9393.68,749,Manufacturing,4,0.73,0.32,3.1,-11,110,0
CUST-02380,2024-01-06,40899.99,435,Tech,1,0.86,0.11,8.5,-6,95,0
CUST-00345,2024-02-20,8147.28,395,Energy,2,0.68,0.34,6.2,-12,11,0
CUST-02357,2023-07-08,6960.24,418,Services,7,0.61,0.41,19.4,14,74,1
CUST-00648,2024-02-22,6087.81,673,Healthcare,2,0.74,0.3,4.3,-7,33,0
CUST-02838,2023-10-03,7014.16,573,Construction,10,0.49,0.47,6.8,-2,65,0
CUST-03624,2023-01-03,24301.15,476,Tech,1,0.18,0.8,2.6,13,43,1
CUST-02101,2023-12-19,1380.93,576,Manufacturing,12,0.97,0.0,5.6,5,85,0
CUST-03925,2024-03-20,27632.47,437,Manufacturing,3,0.49,0.55,2.9,-6,20,0
CUST-01753,2023-01-27,2593.68,431,Services,1,0.7,0.29,9.9,2,69,1
CUST-01656,2023-05-13,6546.45,343,Services,5,0.58,0.46,22.7,9,5,1
CUST-04413,2024-02-06,5747.98,422,Construction,2,0.15,0.83,8.9,10,11,1
CUST-02222,2023-01-23,12975.82,435,Manufacturing,1,0.96,0.0,14.8,7,3,0
CUST-04605,2023-02-26,2256.34,666,Retail,2,0.81,0.17,3.4,-7,6,0
CUST-02226,2023-01-25,11728.04,672,Tech,1,0.23,0.78,2.8,-11,75,1
CUST-01125,2023-06-05,40923.01,425,Tech,6,0.98,0.05,11.3,7,93,1
CUST-00895,2023-02-08,2722.92,738,Manufacturing,2,0.76,0.23,17.2,-8,72,0
CUST-04808,2023-05-16,9431.07,350,Retail,5,0.53,0.51,5.1,-4,6,1
CUST-01961,2023-06-18,4771.49,436,Healthcare,6,0.65,0.32,6.3,4,111,0
CUST-01987,2023-12-19,11392.49,457,Services,12,0.2,0.82,1.2,8,46,1
CUST-00416,2023-11-10,8228.16,355,Construction,11,0.6,0.42,16.6,7,21,0
CUST-04351,2024-02-10,4850.37,727,Construction,2,0.17,0.81,5.4,3,26,0
CUST-01849,2024-02-20,11971.66,742,Construction,2,0.59,0.36,9.4,-2,98,0
CUST-01908,2023-07-14,34319.83,625,Services,7,0.6,0.39,6.9,-5,37,0
CUST-00431,2023-05-19,6955.42,379,Retail,5,0.89,0.06,20.4,-5,87,1
CUST-00821,2023-12-24,14411.85,773,Healthcare,12,0.75,0.29,2.0,8,13,0
CUST-03386,2023-03-29,2879.53,676,Tech,3,0.32,0.73,11.4,-12,39,0
CUST-02706,2023-03-12,3770.08,632,Energy,3,0.9,0.12,6.9,2,99,1
CUST-03870,2023-10-26,11824.45,474,Services,10,0.62,0.4,11.3,15,76,1
CUST-00824,2023-08-24,26563.49,740,Construction,8,0.65,0.32,4.0,-7,100,1
CUST-01127,2023-03-03,10769.69,425,Retail,3,0.25,0.71,6.1,-8,115,0
CUST-00043,2023-03-06,6307.87,518,Tech,3,0.87,0.16,1.0,-12,49,0
CUST-04509,2023-06-13,8098.49,577,Energy,6,0.94,0.07,3.0,3,74,1
CUST-01294,2024-03-17,2979.99,784,Manufacturing,3,0.8,0.22,1.8,3,31,0
CUST-03334,2023-03-17,13142.58,440,Construction,3,0.95,0.08,11.6,6,68,0
CUST-03897,2024-01-21,16413.61,409,Services,1,0.37,0.62,13.4,-14,80,1
CUST-03912,2023-10-27,5643.88,351,Retail,10,0.88,0.08,5.0,-5,65,0
CUST-01634,2024-03-11,5563.41,618,Energy,3,0.54,0.49,16.1,-13,95,0
CUST-02354,2023-07-31,10023.65,498,Retail,7,0.25,0.75,11.4,-15,86,1
CUST-02632,2023-11-23,5713.71,345,Manufacturing,11,0.7,0.33,4.8,-6,4,1
CUST-02339,2023-08-17,7685.52,804,Construction,8,0.72,0.27,2.2,5,39,0
CUST-00485,2023-12-09,43467.87,839,Construction,12,0.36,0.61,1.5,-3,37,0
CUST-00733,2023-03-04,6650.05,813,Retail,3,0.12,0.85,3.3,-13,71,0
CUST-04704,2023-09-25,6083.45,316,Tech,9,0.28,0.74,27.3,11,90,1
CUST-01903,2023-09-28,4826.93,614,Manufacturing,9,0.46,0.55,15.4,-9,61,0
CUST-04384,2023-05-04,14696.34,735,Tech,5,0.25,0.74,15.8,9,1,1
CUST-00306,2023-10-23,7009.49,687,Healthcare,10,0.27,0.73,4.2,-11,39,0
CUST-01435,2023-09-02,4819.87,376,Construction,9,0.45,0.55,14.9,-14,120,0
CUST-03424,2023-12-05,23319.45,670,Energy,12,0.97,0.0,9.0,2,119,0
CUST-01441,2023-09-08,25227.31,464,Retail,9,0.79,0.2,17.2,12,70,0
CUST-00298,2023-05-24,5012.36,323,Manufacturing,5,0.39,0.59,15.5,-2,103,1
CUST-03253,2023-06-14,1820.32,334,Manufacturing,6,0.96,0.03,14.8,4,49,1
CUST-04059,2024-01-31,18142.47,813,Services,1,0.68,0.32,6.1,10,21,0
CUST-01527,2024-01-10,4685.82,760,Retail,1,0.51,0.46,9.1,12,6,0
CUST-02372,2023-09-05,15252.53,437,Tech,9,0.52,0.47,6.0,14,110,0
CUST-00307,2023-04-26,1675.58,564,Manufacturing,4,0.47,0.52,6.2,14,72,0
CUST-00076,2023-02-17,16548.95,632,Healthcare,2,0.31,0.67,7.4,9,109,1
CUST-02445,2023-05-16,3075.01,487,Energy,5,0.45,0.6,5.4,11,108,1
CUST-04653,2024-01-28,14539.31,362,Manufacturing,1,0.58,0.38,15.7,-14,34,1
CUST-04938,2023-06-01,8196.14,578,Healthcare,6,0.58,0.43,13.0,-11,101,0
CUST-00880,2023-12-31,3777.62,841,Services,12,0.79,0.18,25.4,-3,23,0
CUST-02745,2023-02-12,5851.02,470,Tech,2,0.42,0.61,2.8,-9,35,1
CUST-02332,2023-06-30,14031.43,802,Tech,6,0.75,0.29,52.5,-6,52,0
CUST-03723,2023-10-13,8819.46,832,Retail,10,0.62,0.37,13.0,12,81,1
CUST-04451,2024-03-03,12932.91,598,Retail,3,0.97,0.06,0.3,4,106,1
CUST-04296,2024-03-22,39385.48,500,Energy,3,0.45,0.52,4.2,15,25,0
CUST-04047,2023-05-05,2318.34,434,Tech,5,0.91,0.05,10.9,-9,102,1
CUST-01100,2023-12-04,29547.96,571,Healthcare,12,0.84,0.14,12.0,7,78,0
CUST-04131,2023-11-28,8808.61,834,Retail,11,0.67,0.31,6.9,2,55,0
CUST-03835,2024-01-12,3948.03,741,Manufacturing,1,0.69,0.3,12.8,2,85,0
CUST-02236,2024-03-14,2795.45,386,Energy,3,0.18,0.81,7.2,-14,88,1
CUST-01580,2023-04-16,6965.35,330,Services,4,0.96,0.03,9.9,9,42,0
CUST-00923,2023-12-22,16938.09,420,Services,12,0.2,0.82,1.5,0,114,1
CUST-02709,2023-02-09,7317.04,368,Energy,2,0.61,0.36,4.1,-3,88,1
CUST-01332,2023-02-08,27144.34,795,Tech,2,0.4,0.55,20.0,1,40,0
CUST-03760,2023-09-11,2537.82,445,Retail,9,0.49,0.51,5.0,-10,88,1
CUST-02108,2023-01-31,8025.1,632,Healthcare,1,0.65,0.34,10.9,7,37,0
CUST-01526,2023-04-19,2975.26,780,Tech,4,0.92,0.04,2.7,15,88,1
CUST-00116,2023-01-07,10838.99,562,Construction,1,0.51,0.45,3.2,-7,6,0
CUST-02762,2023-12-10,16473.53,592,Services,12,0.99,0.01,4.4,-13,39,0
CUST-02417,2023-04-21,5787.12,728,Manufacturing,4,0.63,0.34,7.1,9,119,0
CUST-04652,2023-08-28,1008.91,385,Tech,8,0.24,0.8,7.6,-9,107,1
CUST-01583,2024-02-24,9501.06,315,Services,2,0.27,0.7,27.3,14,23,1
CUST-01438,2023-07-17,11491.82,417,Services,7,0.74,0.21,11.7,-11,82,1
CUST-03322,2023-04-07,11197.39,569,Construction,4,0.15,0.84,8.8,12,21,0
CUST-03504,2023-09-07,21777.35,694,Healthcare,9,0.53,0.52,14.7,5,45,0
CUST-04222,2023-02-23,3439.76,461,Energy,2,0.23,0.78,3.5,-9,22,1
CUST-02687,2023-06-24,13963.09,403,Manufacturing,6,0.49,0.5,1.3,-6,83,1
CUST-00711,2023-04-17,21036.33,466,Energy,4,0.77,0.18,8.9,6,83,1
CUST-03284,2024-02-21,1953.02,599,Healthcare,2,0.51,0.49,7.3,8,6,1
CUST-00782,2023-10-30,10464.27,327,Healthcare,10,0.25,0.72,1.9,-6,33,0
CUST-01514,2024-01-25,5413.53,723,Services,1,0.33,0.68,14.2,-6,10,0
CUST-01152,2023-09-28,7591.48,455,Manufacturing,9,0.43,0.58,5.7,9,42,0
CUST-03912,2023-09-21,10701.52,623,Tech,9,0.16,0.82,5.9,-10,71,0
CUST-02651,2024-03-15,5487.44,647,Energy,3,0.63,0.33,7.6,3,101,0
CUST-02033,2023-06-10,4719.38,420,Manufacturing,6,0.65,0.38,14.1,12,10,0
CUST-00056,2024-01-25,8327.53,827,Energy,1,0.16,0.85,3.6,9,42,0
CUST-02137,2023-06-09,3395.49,463,Energy,6,0.46,0.57,7.0,15,24,1
CUST-03143,2023-12-29,3399.35,361,Tech,12,0.47,0.51,8.5,2,30,0
CUST-01930,2023-08-21,13953.68,639,Energy,8,0.4,0.62,10.3,5,100,1
CUST-03660,2023-12-02,3232.35,611,Energy,12,0.6,0.36,2.9,-1,25,0
CUST-02188,2023-03-20,13808.64,675,Services,3,0.41,0.57,6.6,10,73,0
CUST-02701,2024-03-10,11731.97,645,Tech,3,0.47,0.55,22.0,-3,96,1
CUST-02474,2023-09-16,2037.25,449,Retail,9,0.82,0.21,16.1,4,70,1
CUST-04772,2023-02-24,4712.38,476,Energy,2,0.25,0.73,23.3,-14,99,1
CUST-04694,2023-03-08,21063.3,653,Services,3,0.66,0.37,10.2,14,44,0
CUST-00094,2023-04-23,3696.23,813,Tech,4,0.56,0.46,8.5,6,57,0
CUST-02143,2023-07-06,5588.56,608,Services,7,0.37,0.61,3.2,12,63,1
CUST-02946,2023-07-17,11726.99,418,Healthcare,7,0.75,0.29,21.6,-6,19,0
CUST-01936,2023-08-20,15164.5,818,Construction,8,0.6,0.4,4.3,7,78,0
CUST-00509,2024-03-20,6626.08,777,Manufacturing,3,0.53,0.48,6.1,-14,79,0
CUST-00969,2023-11-14,5024.05,713,Retail,11,0.7,0.3,8.4,13,98,0
CUST-03813,2023-09-20,25283.21,650,Construction,9,0.82,0.18,11.7,-13,61,1
CUST-02514,2023-04-14,32569.12,805,Tech,4,0.98,0.05,3.9,14,60,0
CUST-01309,2024-02-04,17731.3,494,Services,2,0.67,0.31,6.1,-11,84,1
CUST-03322,2023-07-24,8675.47,486,Energy,7,0.89,0.06,5.4,9,53,1
CUST-04117,2023-04-07,4244.53,749,Manufacturing,4,0.1,0.94,5.7,-1,34,0
