customer_id,amount_normalized,customer_age_normalized,invoice_frequency,credit_score_normalized,industry_risk_factor,seasonal_factor,is_bad_payer,amount,credit_score,industry,customer_age_months,payment_count,invoice_month,hist_paid_ratio,hist_late_ratio,hist_avg_delay_normalized,hist_payment_count_normalized
CUST-000896,0.019123,0.225434,3.04,0.689091,0.45,1.0843,0,96105.18,679,Retail,45,58,10,0.645,0.194,0.022917,0.38
CUST-000897,0.023444,0.202312,0.56,0.787273,0.3,0.9809,0,117709.14,733,Real Estate,41,29,4,0.6789,0.2398,0.176,0.005
CUST-000898,0.008155,0.872832,8.2,0.52,0.52,1.1372,1,41268.61,586,Tourism,157,83,12,0.5667,0.2744,0.08425,0.56
CUST-000899,0.005872,0.028902,3.27,0.792727,0.55,0.8463,0,29857.09,736,Construction,11,179,6,0.8079,0.1155,0.017417,0.98
CUST-000900,0.003117,0.375723,1.71,0.143636,0.35,1.1252,1,16081.17,379,Manufacturing,71,129,12,0.3699,0.4747,0.333167,0.4
CUST-000901,0.034889,0.427746,1.11,0.505455,0.22,0.9402,0,174927.02,578,Finance,80,133,5,0.6061,0.282,0.174917,0.29
CUST-000902,0.008298,0.017341,3.83,0.467273,0.5,0.8861,1,41987.63,557,Agriculture,9,115,9,0.5468,0.3438,0.277667,0.715
CUST-000903,0.0,0.450867,6.18,0.407273,0.55,0.9416,0,500.0,524,Construction,84,34,5,0.4738,0.3421,0.16875,0.095
CUST-000904,0.009364,0.768786,2.33,0.596364,0.35,0.7978,1,47314.19,628,Manufacturing,139,125,8,0.6638,0.3338,0.209833,0.485
CUST-000905,0.027092,0.676301,16.67,0.705455,0.45,1.1785,1,135948.03,688,Retail,123,78,12,0.7669,0.2331,0.111333,0.775
CUST-000906,0.000679,0.647399,3.07,0.763636,0.35,0.9085,0,3896.54,720,Manufacturing,118,19,2,0.7406,0.1753,0.12475,0.83
CUST-000907,0.001386,0.537572,15.44,0.68,0.48,1.0381,1,7427.06,674,Food & Beverage,99,88,3,0.6953,0.1642,0.154,0.43
CUST-000908,0.004425,0.352601,13.14,0.514545,0.48,1.0633,1,22622.63,583,Food & Beverage,67,168,3,0.5638,0.3679,0.166,0.76
CUST-000909,0.072628,0.450867,3.66,0.701818,0.35,1.0085,0,363603.68,686,Manufacturing,84,81,3,0.7822,0.2178,0.034917,0.67
CUST-000910,0.002226,0.780347,3.48,0.658182,0.28,0.891,1,11627.74,662,Energy,141,194,6,0.6759,0.2023,0.183667,0.41
CUST-000911,0.002286,0.144509,0.5,0.805455,0.3,0.8411,0,11926.63,743,Real Estate,31,95,7,0.8147,0.1828,0.044833,0.205
CUST-000912,0.011573,0.99422,10.6,0.776364,0.5,0.7994,0,58358.4,727,Agriculture,178,192,7,0.7834,0.1449,0.027583,0.615
CUST-000913,0.00655,0.248555,6.5,0.641818,0.45,1.1578,0,33245.72,653,Retail,49,72,12,0.6951,0.2131,0.156417,0.025
CUST-000914,0.001062,0.763006,2.78,0.472727,0.2,0.8081,1,5808.62,560,Technology,138,145,7,0.5232,0.3361,0.1835,0.045
CUST-000915,0.004753,0.398844,1.46,0.516364,0.25,1.1369,1,24263.57,584,Telecom,75,38,12,0.6317,0.2882,0.1295,0.515
CUST-000916,0.004818,0.884393,7.29,0.536364,0.5,0.9872,1,24589.43,595,Agriculture,159,171,3,0.585,0.2668,0.097667,0.775
CUST-000917,0.055185,0.676301,1.38,0.578182,0.35,0.9867,0,276397.4,618,Manufacturing,123,40,1,0.6365,0.3635,0.35075,0.09
CUST-000918,0.000564,0.387283,3.12,0.683636,0.52,0.8287,1,3317.99,676,Tourism,73,173,6,0.7637,0.2083,0.12825,0.275
CUST-000919,0.005094,0.104046,0.89,0.765455,0.18,0.9955,0,25966.02,721,Healthcare,24,168,3,0.7841,0.1689,0.1295,0.33
CUST-000920,0.013305,0.109827,6.53,0.625455,0.4,0.9902,0,67018.42,644,Logistics,25,199,3,0.7423,0.2577,0.161167,0.115
CUST-000921,0.037612,0.647399,5.59,0.638182,0.22,1.0138,1,188543.31,651,Finance,118,120,3,0.7213,0.1979,0.1665,0.3
CUST-000922,0.001231,0.803468,1.38,0.661818,0.52,0.969,1,6652.87,664,Tourism,145,88,9,0.6207,0.2413,0.0715,0.225
CUST-000923,0.182306,0.265896,0.5,0.541818,0.22,1.1443,0,911937.8,598,Finance,52,90,12,0.6222,0.2579,0.049583,0.005
CUST-000924,5.4e-05,0.0,0.78,0.467273,0.3,0.9068,0,770.04,557,Real Estate,6,30,4,0.6483,0.3229,0.015833,0.36
CUST-000925,0.000128,0.514451,3.83,0.316364,0.55,0.9232,1,1138.77,474,Construction,95,163,5,0.5046,0.4389,0.358417,0.565
CUST-000926,0.006686,0.815029,0.65,0.509091,0.4,0.9708,1,33928.72,580,Logistics,147,194,3,0.6831,0.3169,0.024833,0.54
CUST-000927,6.7e-05,0.364162,1.54,0.721818,0.2,1.0577,0,833.14,697,Technology,69,172,10,0.789,0.211,0.0745,0.5
CUST-000928,0.00115,0.213873,7.31,0.507273,0.28,1.1271,1,6248.83,579,Energy,43,132,12,0.4805,0.2745,0.013,0.74
CUST-000929,0.011832,0.208092,0.5,0.592727,0.28,0.9549,0,59656.52,626,Energy,42,192,1,0.4901,0.3288,0.029917,0.43
CUST-000930,0.077075,0.722543,3.48,0.72,0.2,1.1142,0,385834.62,696,Pharmaceuticals,131,133,12,0.7464,0.2536,0.150083,0.87
CUST-000931,0.00761,0.797688,2.04,0.730909,0.45,0.942,1,38545.99,702,Retail,144,176,4,0.6147,0.1914,0.033417,0.98
CUST-000932,0.009296,0.572254,0.51,0.44,0.48,0.9202,1,46976.74,542,Food & Beverage,105,66,1,0.5101,0.3407,0.22375,0.055
CUST-000933,0.016825,0.439306,2.85,0.816364,0.28,1.1376,0,84616.56,749,Energy,82,95,11,0.7861,0.1882,0.111583,0.96
CUST-000934,8.2e-05,0.011561,2.91,0.84,0.28,1.0783,0,912.25,762,Energy,8,27,11,0.8627,0.1373,0.061833,0.82
CUST-000935,0.014929,0.924855,1.9,0.430909,0.28,0.8166,1,75136.91,537,Energy,166,152,7,0.5759,0.4076,0.351667,0.6
CUST-000936,0.004338,0.768786,0.5,0.485455,0.28,0.8054,1,22187.52,567,Energy,139,56,7,0.6239,0.3301,0.08925,0.705
CUST-000937,0.000793,0.052023,0.93,0.852727,0.5,0.956,0,4465.42,769,Agriculture,15,45,4,0.8695,0.1305,0.041167,0.18
CUST-000938,0.000544,0.023121,2.07,0.609091,0.28,0.9312,1,3220.62,635,Energy,10,68,5,0.704,0.2766,0.093917,0.51
CUST-000939,0.00364,0.867052,1.3,0.232727,0.28,1.0681,1,18697.45,428,Energy,156,156,10,0.4532,0.49,0.192167,0.035
CUST-000940,0.022451,0.791908,0.7,0.381818,0.55,0.8392,1,112746.23,510,Construction,143,5,7,0.5531,0.3222,0.06525,0.66
CUST-000941,0.038626,0.988439,2.67,0.590909,0.48,0.878,0,193611.12,625,Food & Beverage,177,108,6,0.5357,0.2409,0.088167,0.23
CUST-000942,0.003323,0.745665,2.03,0.423636,0.28,0.9958,0,17114.22,533,Energy,135,47,4,0.5366,0.298,0.121833,0.805
CUST-000943,0.035621,0.069364,4.37,0.56,0.2,0.9181,0,178585.26,608,Technology,18,133,4,0.5688,0.3253,0.133917,0.4
CUST-000944,0.000404,0.965318,3.29,0.641818,0.4,0.8598,0,2520.53,653,Logistics,173,5,2,0.7193,0.2004,0.030583,0.64
CUST-000945,0.00171,0.745665,0.74,0.901818,0.3,1.0997,0,9047.02,796,Real Estate,135,176,10,0.8451,0.0683,0.075333,0.765
CUST-000946,0.134851,0.479769,4.65,0.581818,0.25,0.9169,0,674689.35,620,Telecom,89,121,2,0.6854,0.278,0.06325,0.76
CUST-000947,0.048089,0.369942,2.5,0.830909,0.5,1.1181,0,240920.64,757,Agriculture,70,73,12,0.7885,0.2115,0.042917,0.745
CUST-000948,0.00078,0.358382,0.5,0.894545,0.52,0.9416,0,4401.25,792,Tourism,68,47,4,0.8333,0.0782,0.015083,0.095
CUST-000949,0.019353,0.578035,0.5,0.896364,0.15,0.9361,0,97253.33,793,Education,106,190,5,0.8259,0.0936,0.057583,0.945
CUST-000950,0.001316,0.416185,3.94,0.687273,0.48,0.9486,0,7078.58,678,Food & Beverage,78,155,4,0.7234,0.1946,0.1335,0.85
CUST-000951,0.002336,0.092486,3.86,0.278182,0.4,1.0184,0,12178.31,453,Logistics,22,4,3,0.5454,0.3637,0.164083,0.835
CUST-000952,0.003875,0.046243,6.87,0.72,0.25,1.0648,0,19873.7,696,Telecom,14,177,11,0.7015,0.2278,0.1355,0.185
CUST-000953,0.000206,0.820809,5.75,0.825455,0.28,0.8991,0,1530.25,754,Energy,148,91,2,0.717,0.173,0.02175,0.56
CUST-000954,0.007964,0.872832,8.4,0.62,0.25,0.9535,0,40317.01,641,Telecom,157,65,4,0.4771,0.2091,0.096917,0.03
CUST-000955,0.068691,0.213873,1.38,0.952727,0.35,1.0788,0,343919.06,824,Manufacturing,43,96,11,0.8551,0.1449,0.095167,0.97
CUST-000956,0.00317,0.936416,2.13,0.790909,0.15,0.9115,0,16350.26,735,Education,168,80,5,0.8053,0.1328,0.09075,0.29
CUST-000957,0.001368,0.537572,0.5,0.738182,0.48,0.9361,1,7337.95,706,Food & Beverage,99,87,1,0.6252,0.2268,0.06175,0.27
CUST-000958,0.001271,0.543353,2.12,0.832727,0.28,0.9167,0,6854.46,758,Energy,100,61,1,0.8275,0.1636,0.079333,0.92
CUST-000959,0.0,0.277457,0.99,0.696364,0.45,0.8315,1,500.0,683,Retail,54,148,6,0.6784,0.2623,0.2065,0.94
CUST-000960,0.0,0.393064,6.55,0.181818,0.22,0.9257,0,500.0,400,Finance,74,100,5,0.3258,0.4381,0.43175,0.25
CUST-000961,0.182678,0.352601,4.27,0.545455,0.15,1.0708,0,913798.26,600,Education,67,119,11,0.5979,0.2646,0.06775,0.675
CUST-000962,0.001714,0.445087,6.09,0.852727,0.28,0.9298,0,9068.69,769,Energy,83,109,4,0.7248,0.1924,0.143,0.81
CUST-000963,0.000601,0.67052,3.59,0.489091,0.35,0.8989,0,3504.81,569,Manufacturing,122,136,1,0.5914,0.2897,0.01975,0.3
CUST-000964,0.000649,0.687861,3.64,0.594545,0.2,1.1932,1,3743.11,627,Technology,125,82,12,0.7081,0.2386,0.2085,0.945
CUST-000965,0.003801,0.786127,1.07,0.445455,0.18,0.8278,0,19504.2,545,Healthcare,142,13,7,0.4489,0.2948,0.005333,0.535
CUST-000966,0.002596,0.930636,4.43,0.96,0.35,0.9861,0,13478.27,828,Manufacturing,167,165,4,0.7858,0.0781,0.049833,0.56
CUST-000967,0.009478,0.433526,0.62,0.941818,0.2,1.0108,0,47884.67,818,Technology,81,43,3,0.8606,0.0937,0.031833,0.94
CUST-000968,0.000234,0.196532,1.29,0.474545,0.2,0.8088,0,1670.42,561,Technology,40,92,7,0.5862,0.3481,0.04325,0.455
CUST-000969,0.010501,0.0,0.79,0.661818,0.4,0.8937,0,52999.05,664,Logistics,6,184,2,0.747,0.253,0.113083,0.625
CUST-000970,0.013893,0.225434,11.94,0.510909,0.22,1.089,1,69958.28,581,Finance,45,178,10,0.6274,0.3515,0.19325,0.34
CUST-000971,0.00237,0.364162,9.13,0.747273,0.25,0.9507,0,12350.27,711,Telecom,69,20,1,0.8043,0.1647,0.161083,0.515
CUST-000972,0.022521,0.861272,8.31,0.727273,0.48,1.0412,1,113095.95,700,Food & Beverage,155,48,11,0.7976,0.1573,0.061833,0.645
CUST-000973,0.060857,0.34104,12.89,0.783636,0.28,0.892,0,304752.28,731,Energy,65,100,4,0.7203,0.1381,0.115667,0.68
CUST-000974,0.002408,0.364162,3.79,0.696364,0.15,0.8309,0,12540.13,683,Education,69,19,8,0.7148,0.2195,0.087333,0.25
CUST-000975,0.003823,0.531792,9.0,1.0,0.5,0.8212,0,19614.02,850,Agriculture,98,69,6,0.9008,0.0378,0.018917,0.65
CUST-000976,0.008446,0.410405,1.38,0.449091,0.55,0.9029,0,42727.28,547,Construction,77,17,9,0.5186,0.3293,0.365417,0.88
CUST-000977,0.015817,0.057803,1.94,0.323636,0.15,0.9728,1,79574.78,478,Education,16,156,1,0.4795,0.3968,0.11975,0.62
CUST-000978,0.020285,0.601156,2.52,0.563636,0.5,0.9251,0,101916.69,610,Agriculture,110,36,1,0.6116,0.2833,0.145083,0.825
CUST-000979,0.017001,0.075145,0.5,0.350909,0.25,1.091,1,85495.47,493,Telecom,19,166,11,0.4764,0.4213,0.351417,0.385
CUST-000980,0.018986,0.34104,6.96,0.363636,0.28,0.9121,1,95419.08,500,Energy,65,82,5,0.5323,0.4068,0.082667,0.025
CUST-000981,0.006177,0.16763,0.51,0.452727,0.22,0.824,1,31383.42,549,Finance,35,70,6,0.642,0.3201,0.20225,0.925
CUST-000982,0.021352,0.196532,6.43,0.467273,0.5,0.7771,0,107248.59,557,Agriculture,40,116,8,0.5054,0.3117,0.109333,0.605
CUST-000983,0.019839,0.947977,10.22,0.461818,0.5,0.9672,0,99686.25,554,Agriculture,170,154,3,0.5928,0.3313,0.064917,0.55
CUST-000984,0.003281,0.023121,3.36,0.729091,0.15,0.8052,1,16904.35,701,Education,10,1,6,0.7153,0.2084,0.119833,0.575
CUST-000985,0.060839,0.473988,0.73,0.543636,0.2,0.9947,0,304662.6,599,Technology,88,81,3,0.6399,0.3601,0.147,0.68
CUST-000986,0.000149,0.705202,2.3,0.603636,0.2,0.8143,0,1242.46,632,Pharmaceuticals,128,130,8,0.7256,0.229,0.029917,0.855
CUST-000987,0.005792,0.445087,0.6,0.798182,0.28,1.1342,0,29459.28,739,Energy,83,164,12,0.8079,0.1921,0.109083,0.115
CUST-000988,0.009874,0.884393,0.51,0.496364,0.15,1.0574,0,49865.4,573,Education,159,184,11,0.5832,0.2866,0.161,0.105
CUST-000989,0.00413,0.352601,5.64,0.587273,0.18,1.1332,0,21146.28,623,Healthcare,67,35,11,0.6855,0.3145,0.171667,0.61
CUST-000990,0.164719,0.757225,2.0,0.701818,0.52,0.9313,0,824011.34,686,Tourism,137,127,4,0.704,0.244,0.207667,0.86
CUST-000991,0.003541,0.508671,0.5,0.281818,0.18,0.977,1,18203.3,455,Healthcare,94,27,2,0.4135,0.4523,0.2175,0.06
CUST-000992,0.071355,0.236994,0.5,0.201818,0.28,1.176,0,357239.9,411,Energy,47,195,12,0.4092,0.497,0.453167,0.925
CUST-000993,0.001449,0.508671,6.81,0.698182,0.52,0.8381,0,7741.93,684,Tourism,94,184,9,0.514,0.1984,0.171,0.26
CUST-000994,0.002927,0.83815,3.87,0.725455,0.5,1.087,0,15132.67,699,Agriculture,151,46,10,0.6738,0.2096,0.123417,0.7
CUST-000995,0.007259,0.225434,7.44,1.0,0.2,0.7989,1,36792.84,850,Pharmaceuticals,45,148,8,0.9596,0.0404,0.020167,0.54
CUST-000996,0.003276,0.410405,1.28,0.663636,0.15,0.8222,1,16879.91,665,Education,77,8,6,0.6473,0.2526,0.08725,0.88
CUST-000997,0.000318,0.219653,1.51,0.783636,0.2,0.9918,0,2091.01,731,Pharmaceuticals,44,93,3,0.7338,0.1323,0.082,0.755
CUST-000998,0.009104,0.595376,3.84,0.6,0.4,0.934,1,46015.51,630,Logistics,109,72,2,0.6154,0.2801,0.139333,0.31
CUST-000999,0.005084,0.075145,4.38,0.689091,0.2,0.9657,0,25917.79,679,Pharmaceuticals,19,114,4,0.619,0.2621,0.020083,0.81
CUST-001000,0.001278,0.179191,0.5,0.938182,0.5,0.9555,1,6887.43,816,Agriculture,37,91,4,0.797,0.1652,0.084167,0.795
CUST-001001,0.0,0.716763,9.51,0.249091,0.52,0.9253,0,500.0,437,Tourism,130,26,1,0.3924,0.3875,0.26675,0.385
CUST-001002,0.000104,0.953757,6.42,0.710909,0.2,0.9283,0,1020.84,691,Pharmaceuticals,171,103,9,0.7667,0.1892,0.075667,0.395
CUST-001003,0.000124,0.554913,0.57,1.0,0.3,1.0205,0,1120.44,850,Real Estate,102,62,10,0.8806,0.0457,0.022833,0.385
CUST-001004,0.003789,0.127168,0.5,0.687273,0.4,0.8513,0,19442.47,678,Logistics,28,94,8,0.7097,0.189,0.046833,0.915
CUST-001005,0.040426,0.358382,5.86,0.936364,0.15,0.81,0,202607.29,815,Education,68,161,7,0.922,0.078,0.0635,0.475
CUST-001006,0.000896,0.820809,9.33,0.521818,0.3,0.8321,0,4977.75,587,Real Estate,148,61,6,0.6087,0.3252,0.289667,0.13
CUST-001007,0.014547,0.878613,1.56,0.629091,0.5,1.0638,0,73229.21,646,Agriculture,158,148,3,0.5558,0.2009,0.056667,0.3
CUST-001008,0.000461,0.83237,1.55,0.641818,0.45,0.9774,0,2805.93,653,Retail,150,68,4,0.7466,0.2118,0.04,0.765
CUST-001009,0.002619,0.300578,2.89,0.232727,0.2,0.9168,1,13594.41,428,Technology,58,29,2,0.3781,0.4538,0.131583,0.33
CUST-001010,0.002373,0.595376,4.49,0.423636,0.5,0.8031,1,12362.09,533,Agriculture,109,46,7,0.5844,0.2899,0.171917,0.83
CUST-001011,0.004826,0.595376,4.17,0.436364,0.25,0.8657,0,24629.83,540,Telecom,109,165,2,0.5812,0.3281,0.182083,0.585
CUST-001012,0.002829,0.219653,5.59,0.785455,0.52,1.0511,1,14641.81,732,Tourism,44,101,10,0.808,0.1121,0.073,0.805
CUST-001013,0.004774,0.768786,0.5,0.794545,0.55,0.9981,0,24367.86,737,Construction,139,90,1,0.7756,0.143,0.027583,0.58
CUST-001014,0.022148,0.381503,2.93,0.694545,0.2,0.8087,0,111231.36,682,Technology,72,181,6,0.7482,0.2421,0.064583,0.285
CUST-001015,0.012282,0.774566,2.82,0.785455,0.45,0.967,1,61906.06,732,Retail,140,133,4,0.8155,0.1845,0.068583,0.665
CUST-001016,0.006726,0.236994,11.97,0.605455,0.5,0.8618,1,34125.88,633,Agriculture,47,88,8,0.7004,0.2945,0.09,0.405
CUST-001017,0.006274,0.080925,10.02,0.854545,0.28,0.9933,0,31867.73,770,Energy,20,127,1,0.7302,0.1177,0.057417,0.105
CUST-001018,0.000818,0.635838,5.55,0.636364,0.2,0.873,0,4589.4,650,Technology,116,107,9,0.6682,0.1932,0.168333,0.205
CUST-001019,0.001635,0.901734,8.38,0.645455,0.55,0.8337,1,8675.11,655,Construction,162,66,6,0.7585,0.2415,0.171917,0.385
CUST-001020,0.005023,0.184971,5.48,0.587273,0.48,0.903,0,25610.27,623,Food & Beverage,38,143,2,0.5788,0.2636,0.012833,0.245
CUST-001021,0.006233,0.890173,5.1,0.76,0.52,0.8336,0,31660.39,718,Tourism,160,46,8,0.81,0.1206,0.11625,0.44
CUST-001022,0.000307,0.942197,0.97,0.558182,0.35,0.9585,0,2032.86,607,Manufacturing,169,185,5,0.5695,0.2583,0.08275,0.83
CUST-001023,0.0,0.901734,3.84,0.812727,0.2,0.914,0,500.0,747,Pharmaceuticals,162,8,5,0.8278,0.1112,0.025083,0.605
CUST-001024,0.004032,0.213873,9.91,0.429091,0.28,0.9484,1,20656.3,536,Energy,43,165,5,0.5752,0.3187,0.32575,0.075
CUST-001025,0.000517,0.554913,5.55,0.436364,0.3,0.7231,0,3083.47,540,Real Estate,102,101,7,0.6348,0.3239,0.003417,0.35
CUST-001026,0.071015,0.890173,3.71,0.76,0.2,0.792,0,355541.37,718,Technology,160,185,7,0.7228,0.2284,0.155833,0.155
CUST-001027,0.016836,0.184971,1.19,0.62,0.5,1.0783,0,84672.47,641,Agriculture,38,142,10,0.6494,0.2205,0.1485,0.15
CUST-001028,0.014106,0.491329,4.54,0.552727,0.55,1.125,0,71023.4,604,Construction,91,133,11,0.6807,0.2598,0.108583,0.57
CUST-001029,0.000204,0.375723,1.71,0.798182,0.52,0.7713,0,1518.86,739,Tourism,71,73,7,0.8215,0.1233,0.15675,0.045
CUST-001030,0.025237,0.052023,0.5,0.525455,0.3,1.1808,0,126673.28,589,Real Estate,15,123,12,0.5688,0.2603,0.029333,0.315
CUST-001031,0.001156,0.023121,1.09,0.598182,0.55,1.0074,1,6278.87,629,Construction,10,43,10,0.6042,0.3015,0.076333,0.8
CUST-001032,0.020254,0.705202,1.97,0.889091,0.18,0.9359,0,101757.69,789,Healthcare,128,177,2,0.8337,0.0712,0.01825,0.895
CUST-001033,0.024701,0.421965,20.0,0.914545,0.48,0.8139,0,123991.66,803,Food & Beverage,79,123,8,0.8314,0.06,0.040083,0.48
CUST-001034,9.3e-05,0.554913,5.71,0.921818,0.35,0.9365,0,964.43,807,Manufacturing,102,172,1,0.8694,0.0787,0.056583,0.435
CUST-001035,0.000502,0.676301,1.31,0.583636,0.35,0.8911,1,3008.09,621,Manufacturing,123,184,2,0.5586,0.236,0.041417,0.975
CUST-001036,0.081935,0.213873,5.75,0.86,0.3,1.1114,0,410135.77,773,Real Estate,43,48,11,0.8579,0.0961,0.047417,0.91
CUST-001037,0.000126,0.809249,1.77,0.463636,0.4,0.8624,0,1131.23,555,Logistics,146,158,7,0.4177,0.4441,0.19525,0.955
CUST-001038,0.01283,0.913295,3.75,0.470909,0.22,0.9865,0,64643.11,559,Finance,164,161,4,0.6579,0.3388,0.17625,0.53
CUST-001039,0.000426,0.265896,5.79,0.207273,0.22,1.0656,0,2630.87,414,Finance,52,165,11,0.3138,0.4803,0.604333,0.965
CUST-001040,0.045342,0.624277,5.4,0.94,0.52,1.0188,1,227188.76,817,Tourism,114,178,10,0.8276,0.108,0.056333,0.17
CUST-001041,0.002725,0.080925,0.6,0.478182,0.52,0.9928,1,14123.95,563,Tourism,20,7,10,0.6683,0.3139,0.0565,0.435
CUST-001042,0.003718,0.901734,6.98,0.612727,0.18,0.9093,0,19088.55,637,Healthcare,162,195,9,0.6403,0.2181,0.050333,0.825
CUST-001043,0.043354,0.780347,10.25,0.469091,0.3,1.0949,0,217246.78,558,Real Estate,141,171,11,0.5321,0.3099,0.166,0.775
CUST-001044,0.127085,0.023121,1.06,0.761818,0.52,0.9188,0,635862.62,719,Tourism,10,40,9,0.8063,0.1416,0.008167,0.35
CUST-001045,0.003412,0.901734,1.6,0.567273,0.2,0.985,0,17557.35,612,Pharmaceuticals,162,32,3,0.669,0.2226,0.239417,1.0
CUST-001046,0.012532,0.265896,11.14,0.398182,0.3,0.9881,0,63156.1,519,Real Estate,52,105,3,0.5184,0.3573,0.094667,0.995
CUST-001047,0.00406,0.387283,16.46,0.716364,0.5,0.8564,0,20799.48,694,Agriculture,73,183,9,0.7102,0.2163,0.111167,0.68
CUST-001048,0.154373,0.433526,2.42,0.374545,0.5,1.0831,0,772289.79,506,Agriculture,81,94,10,0.567,0.3654,0.049917,0.39
CUST-001049,0.083824,0.99422,0.5,0.483636,0.35,1.1319,0,419579.59,566,Manufacturing,178,111,12,0.479,0.3189,0.194083,0.34
CUST-001050,0.005409,0.745665,10.81,0.252727,0.22,0.7949,0,27543.06,439,Finance,135,89,8,0.5225,0.4021,0.0025,0.31
CUST-001051,0.015789,0.890173,0.5,0.376364,0.4,0.979,1,79436.62,507,Logistics,160,77,1,0.4112,0.3806,0.456583,0.075
CUST-001052,0.038113,0.543353,1.6,0.667273,0.2,0.8057,0,191046.97,667,Technology,100,9,6,0.7554,0.2446,0.1125,0.09
CUST-001053,0.001076,0.65896,0.5,0.278182,0.28,0.8165,0,5880.37,453,Energy,120,137,7,0.4571,0.4456,0.1975,0.76
CUST-001054,0.003092,0.942197,2.87,0.365455,0.2,1.077,1,15957.14,501,Technology,169,64,11,0.3502,0.3606,0.00125,0.04
CUST-001055,0.033223,0.202312,0.5,0.634545,0.2,0.8165,0,166595.93,649,Technology,41,173,8,0.6798,0.2505,0.26225,0.94
CUST-001056,0.00021,0.144509,1.02,0.536364,0.25,1.092,0,1550.52,595,Telecom,31,91,12,0.4888,0.2567,0.066083,0.84
CUST-001057,0.015948,0.242775,2.46,0.998182,0.55,1.1673,0,80232.92,849,Construction,48,189,12,0.9171,0.0415,0.021417,0.81
CUST-001058,0.013189,0.150289,0.5,0.969091,0.4,0.9615,0,66437.88,833,Logistics,32,95,2,0.83,0.0804,0.031833,0.285
CUST-001059,0.00097,0.393064,2.62,0.478182,0.45,0.9121,0,5348.04,563,Retail,74,198,1,0.4863,0.323,0.222167,0.195
CUST-001060,0.039731,0.849711,1.23,0.736364,0.52,0.9847,0,199136.53,705,Tourism,153,93,4,0.6939,0.1547,0.128583,0.83
CUST-001061,0.009988,0.057803,1.24,0.770909,0.28,0.9486,0,50434.52,724,Energy,16,94,1,0.7942,0.2058,0.171167,0.875
CUST-001062,0.001099,0.421965,11.06,0.527273,0.45,0.916,1,5993.49,590,Retail,79,166,2,0.5632,0.2626,0.102917,0.515
CUST-001063,0.000165,0.595376,4.69,0.363636,0.15,0.9646,1,1324.28,500,Education,109,174,3,0.3217,0.3541,0.091417,0.84
CUST-001064,0.001655,0.213873,10.61,0.632727,0.5,0.919,0,8775.68,648,Agriculture,43,124,4,0.6914,0.2642,0.382667,0.62
CUST-001065,0.000591,0.768786,3.43,0.603636,0.22,1.1526,1,3452.43,632,Finance,139,70,12,0.5995,0.2646,0.00125,0.265
CUST-001066,0.001521,0.127168,9.51,0.556364,0.15,1.1435,0,8103.98,606,Education,28,103,12,0.6646,0.2626,0.071667,0.68
CUST-001067,0.00178,0.265896,7.27,0.716364,0.4,0.8545,1,9401.44,694,Logistics,52,64,6,0.7012,0.1589,0.044917,0.88
CUST-001068,0.047773,0.514451,20.0,0.498182,0.5,0.7761,0,239340.77,574,Agriculture,95,95,8,0.5292,0.3312,0.148667,0.055
CUST-001069,0.000217,0.260116,2.8,0.425455,0.2,0.9183,0,1583.92,534,Pharmaceuticals,51,163,9,0.512,0.3618,0.02325,0.405
CUST-001070,0.000422,0.612717,4.76,0.654545,0.22,0.9617,0,2610.89,660,Finance,112,12,4,0.7273,0.2524,0.112167,0.33
CUST-001071,0.001776,0.803468,0.7,0.705455,0.2,0.9832,0,9380.67,688,Pharmaceuticals,145,48,1,0.7155,0.1527,0.220083,0.57
CUST-001072,0.775853,0.809249,11.22,0.421818,0.45,0.9295,1,3879375.64,532,Retail,146,63,5,0.4938,0.3548,0.122667,0.675
CUST-001073,9.1e-05,0.595376,2.03,0.803636,0.3,0.9877,0,954.67,742,Real Estate,109,173,5,0.8318,0.1674,0.02525,0.36
CUST-001074,0.0,0.635838,9.94,0.312727,0.22,0.9602,1,500.0,472,Finance,116,6,9,0.5381,0.4361,0.481083,0.0
CUST-001075,0.056694,0.595376,0.5,0.530909,0.18,0.8505,1,283943.35,592,Healthcare,109,45,6,0.6031,0.2426,0.008333,0.935
CUST-001076,0.001487,0.34104,2.9,0.589091,0.18,0.9193,0,7936.2,624,Healthcare,65,90,5,0.6436,0.2517,0.079583,0.135
CUST-001077,0.000763,0.982659,0.5,0.52,0.28,1.0251,0,4314.02,586,Energy,176,101,10,0.6638,0.3153,0.037,0.915
CUST-001078,0.009236,0.572254,2.15,0.532727,0.4,1.0093,0,46675.84,593,Logistics,105,160,10,0.6729,0.3271,0.127167,0.66
CUST-001079,0.01756,0.387283,0.5,0.976364,0.25,0.9132,0,88292.99,837,Telecom,73,196,5,0.8818,0.1182,0.067083,0.83
CUST-001080,0.023027,0.763006,2.39,0.48,0.52,0.8007,1,115624.19,564,Tourism,138,104,8,0.6436,0.3542,0.14,0.22
CUST-001081,0.013537,0.687861,3.25,1.0,0.28,1.0764,0,68178.25,850,Energy,125,131,11,0.892,0.0932,0.046583,0.2
CUST-001082,0.000989,0.208092,7.65,0.714545,0.15,0.9605,0,5446.43,693,Education,42,127,1,0.5206,0.1758,0.127333,0.43
CUST-001083,0.01637,0.410405,1.4,0.652727,0.25,0.8727,0,82341.48,659,Telecom,77,130,5,0.7339,0.237,0.076583,0.9
